time,high,low,open,volumefrom,volumeto,close
2022-07-20 03:00:00,23511.82,23275.16,23373.74,1902.59,44535644.75,23447.01
2022-07-20 04:00:00,23511.68,23306.47,23447.01,1462.15,34196251.04,23390.74
2022-07-20 05:00:00,23551.75,23321.39,23390.74,1594.76,37379447.95,23496.19
2022-07-20 06:00:00,23809.99,23494.58,23496.19,2503.44,59257045.48,23788.51
2022-07-20 07:00:00,23840.98,23381.7,23788.51,2594.5,61302110.93,23394.21
2022-07-20 08:00:00,23515.56,23323.11,23394.21,1911.69,44764460.28,23369.76
2022-07-20 09:00:00,23573.82,23318.47,23369.76,1721.04,40439508.98,23532.87
2022-07-20 10:00:00,23878.39,23510.95,23532.87,3387.41,80244528.42,23710.96
2022-07-20 11:00:00,23824.18,23591.49,23710.96,2038.71,48303231.22,23732.25
2022-07-20 12:00:00,23918.64,23578.94,23732.25,3817.55,90744688.38,23806.72
2022-07-20 13:00:00,24071.48,23779.03,23806.72,4980.83,119117870.41,23788.97
2022-07-20 14:00:00,24206.63,23706.68,23788.97,4669.82,111935437.29,24201.16
2022-07-20 15:00:00,24276.14,24057.97,24201.16,3933.15,95062526.42,24178.09
2022-07-20 16:00:00,24205.37,23571.61,24178.09,4997.51,119247792.26,23704.27
2022-07-20 17:00:00,23743.93,23422.77,23704.27,4037.65,95273742.96,23518.08
2022-07-20 18:00:00,23865.73,23517.99,23518.08,3394.68,80575381.68,23767.72
2022-07-20 19:00:00,23942.83,23572.13,23767.72,2523.82,59856237.4,23659.2
2022-07-20 20:00:00,23762.73,22952.89,23659.2,7468.46,173184530.25,23256.54
2022-07-20 21:00:00,23780.52,23248.59,23256.54,2983.89,70091421.09,23610.24
2022-07-20 22:00:00,23632.58,23309.16,23610.24,1865.97,43768219.56,23312.82
2022-07-20 23:00:00,23399.37,23121.29,23312.82,2417.79,56232680.32,23222.77
2022-07-21 00:00:00,23386.04,23128.85,23222.77,1628.63,37859082.3,23255.14
2022-07-21 01:00:00,23419.67,23170.2,23255.14,1845.03,43003189.67,23236.19
2022-07-21 02:00:00,23331.57,22700.15,23236.19,3638.3,83595621.45,22701.22
2022-07-21 03:00:00,22860.19,22672.77,22701.22,2210.99,50374592.24,22777.55
2022-07-21 04:00:00,22929.9,22649.91,22777.55,2418.12,55117033.72,22880.38
2022-07-21 05:00:00,22983.88,22818.57,22880.38,1437.22,32930635.46,22933.94
2022-07-21 06:00:00,22961.87,22761.84,22933.94,1346.84,30801537.16,22790.6
2022-07-21 07:00:00,23082.27,22779.51,22790.6,1742.32,40007898.36,22931.68
2022-07-21 08:00:00,22960.67,22802.32,22931.68,1681.2,38451891.04,22872.83
2022-07-21 09:00:00,23004.09,22858.95,22872.83,1444.93,33170053.97,22990.57
2022-07-21 10:00:00,23065.48,22856.57,22990.57,1289.25,29626249.51,22866.11
2022-07-21 11:00:00,22907.4,22482.96,22866.11,2717.5,61605834.56,22606.69
2022-07-21 12:00:00,22847.8,22560.17,22606.69,3232.59,73460064.23,22801.36
2022-07-21 13:00:00,22807.75,22570.98,22801.36,4503.43,102193384.28,22716.05
2022-07-21 14:00:00,22754.98,22348.64,22716.05,3483.34,78431212.55,22561.03
2022-07-21 15:00:00,22669.82,22529.87,22561.03,1884.35,42583347.86,22648.31
2022-07-21 16:00:00,23196.88,22639.44,22648.31,4123.48,94720375.65,23036.81
2022-07-21 17:00:00,23199.1,22783.23,23036.81,2684.34,61704083.57,22854.5
2022-07-21 18:00:00,22993.69,22827.7,22854.5,1320.68,30251057.55,22925.43
2022-07-21 19:00:00,23200.3,22920.28,22925.43,1907.6,44023503.38,23198.54
2022-07-21 20:00:00,23310.1,23097.85,23198.54,2271.36,52704617.58,23123.44
2022-07-21 21:00:00,23251.45,23085.03,23123.44,773.54,17914501.32,23216.34
2022-07-21 22:00:00,23228.19,22948.43,23216.34,1636.25,37761944.91,23026.78
2022-07-21 23:00:00,23232.5,23008.48,23026.78,1240.87,28713219.0,23153.54
2022-07-22 00:00:00,23348.38,23096.76,23153.54,1544.05,35886618.42,23275.09
2022-07-22 01:00:00,23302.19,23073.9,23275.09,1242.34,28786160.07,23106.77
2022-07-22 02:00:00,23130.48,22965.62,23106.77,863.64,19906480.42,22985.6
2022-07-22 03:00:00,23040.03,22867.6,22985.6,1086.31,24923677.76,22911.99
2022-07-22 04:00:00,22984.67,22811.14,22911.99,674.67,15456878.93,22969.89
2022-07-22 05:00:00,23171.71,22894.3,22969.89,964.9,22250921.29,23153.48
2022-07-22 06:00:00,23210.36,23089.17,23153.48,949.12,21980610.27,23165.61
2022-07-22 07:00:00,23313.35,23026.46,23165.61,1969.3,45651678.28,23117.3
2022-07-22 08:00:00,23315.79,23076.61,23117.3,1624.52,37717565.53,23299.25
2022-07-22 09:00:00,23509.73,23273.98,23299.25,2257.99,52894969.13,23456.22
2022-07-22 10:00:00,23577.32,23424.88,23456.22,1249.98,29377983.6,23441.61
2022-07-22 11:00:00,23628.65,23416.36,23441.61,1606.16,37799076.11,23615.32
2022-07-22 12:00:00,23699.27,23577.75,23615.32,2041.41,48268410.92,23592.7
2022-07-22 13:00:00,23749.68,23436.97,23592.7,3220.02,75936590.17,23466.4
2022-07-22 14:00:00,23676.99,23344.06,23466.4,4246.8,99744625.78,23668.23
2022-07-22 15:00:00,23668.97,23237.76,23668.23,2784.0,65147659.73,23293.38
2022-07-22 16:00:00,23339.56,23058.15,23293.38,2191.88,50793433.26,23116.88
2022-07-22 17:00:00,23199.55,22898.73,23116.88,2690.96,61943987.86,23017.8
2022-07-22 18:00:00,23058.02,22927.29,23017.8,1734.36,39881967.75,23029.01
2022-07-22 19:00:00,23134.68,22551.3,23029.01,3471.96,79157824.38,22598.61
2022-07-22 20:00:00,22732.12,22513.01,22598.61,2212.46,50074335.08,22605.4
2022-07-22 21:00:00,22780.15,22580.46,22605.4,804.03,18253242.47,22741.75
2022-07-22 22:00:00,22778.57,22655.01,22741.75,646.74,14683602.49,22725.62
2022-07-22 23:00:00,22768.68,22665.47,22725.62,492.0,11174428.41,22686.32
2022-07-23 00:00:00,22812.96,22564.71,22686.32,1016.24,23078327.32,22774.11
2022-07-23 01:00:00,22861.33,22746.59,22774.11,758.26,17297527.98,22788.34
2022-07-23 02:00:00,22901.89,22782.86,22788.34,558.61,12766449.41,22836.12
2022-07-23 03:00:00,22903.76,22807.54,22836.12,417.03,9532858.41,22814.26
2022-07-23 04:00:00,22984.31,22737.49,22814.26,746.94,17083397.33,22901.74
2022-07-23 05:00:00,22997.6,22853.78,22901.74,736.38,16880260.33,22904.59
2022-07-23 06:00:00,22929.05,22816.67,22904.59,377.19,8628592.02,22834.0
2022-07-23 07:00:00,22841.24,22685.28,22834.0,779.14,17732381.93,22772.82
2022-07-23 08:00:00,22870.5,22595.02,22772.82,883.12,20108967.34,22609.46
2022-07-23 09:00:00,22701.46,22538.02,22609.46,917.8,20768190.3,22671.83
2022-07-23 10:00:00,22713.79,22426.13,22671.83,1296.05,29199962.9,22500.46
2022-07-23 11:00:00,22530.04,22221.03,22500.46,1736.07,38803813.08,22227.02
2022-07-23 12:00:00,22355.52,22105.76,22227.02,2115.82,47036753.89,22279.37
2022-07-23 13:00:00,22380.84,22271.4,22279.37,761.93,17010443.37,22342.33
2022-07-23 14:00:00,22358.42,22069.35,22342.33,1318.7,29311675.34,22148.31
2022-07-23 15:00:00,22301.17,22129.02,22148.31,1244.67,27648965.02,22217.43
2022-07-23 16:00:00,22288.12,22183.64,22217.43,885.69,19696693.23,22192.4
2022-07-23 17:00:00,22250.97,21990.37,22192.4,1952.47,43122659.94,22033.9
2022-07-23 18:00:00,22229.53,21953.76,22033.9,2015.52,44522735.53,22076.77
2022-07-23 19:00:00,22323.14,22036.9,22076.77,1483.04,32904888.82,22278.62
2022-07-23 20:00:00,22372.73,22250.12,22278.62,1191.88,26595148.75,22327.12
2022-07-23 21:00:00,22353.01,22232.46,22327.12,612.3,13646706.07,22244.44
2022-07-23 22:00:00,22512.02,22238.08,22244.44,1151.01,25809084.49,22476.62
2022-07-23 23:00:00,22554.87,22433.74,22476.62,833.66,18755449.46,22452.14
2022-07-24 00:00:00,22667.81,22451.02,22452.14,832.01,18790158.83,22549.85
2022-07-24 01:00:00,22583.94,22376.92,22549.85,658.74,14811253.75,22428.19
2022-07-24 02:00:00,22476.33,22357.84,22428.19,521.0,11673271.62,22472.65
2022-07-24 03:00:00,22475.03,22296.79,22472.65,418.86,9365191.21,22334.23
2022-07-24 04:00:00,22409.37,22270.07,22334.23,365.28,8165092.81,22397.17
2022-07-24 05:00:00,22778.58,22393.63,22397.17,1700.83,38497055.74,22747.83
2022-07-24 06:00:00,22763.91,22635.59,22747.83,610.73,13860985.07,22675.71
2022-07-24 07:00:00,22829.06,22668.72,22675.71,588.77,13392159.37,22704.84
2022-07-24 08:00:00,22736.89,22569.97,22704.84,846.69,19169608.34,22687.08
2022-07-24 09:00:00,22753.24,22605.83,22687.08,529.61,12014215.72,22619.77
2022-07-24 10:00:00,22674.72,22486.72,22619.77,638.81,14428375.51,22521.96
2022-07-24 11:00:00,22812.19,22518.04,22521.96,1049.14,23817356.2,22660.34
2022-07-24 12:00:00,22768.21,22452.62,22660.34,1433.4,32437599.3,22496.64
2022-07-24 13:00:00,22595.79,22455.48,22496.64,678.05,15283859.78,22571.41
2022-07-24 14:00:00,22794.13,22538.58,22571.41,1760.81,40003069.72,22775.48
2022-07-24 15:00:00,22905.59,22750.44,22775.48,1410.11,32202335.3,22852.37
2022-07-24 16:00:00,22879.62,22642.43,22852.37,1304.75,29663012.51,22715.75
2022-07-24 17:00:00,22853.53,22673.56,22715.75,825.97,18808328.96,22776.03
2022-07-24 18:00:00,22791.95,22689.89,22776.03,563.87,12820378.69,22716.23
2022-07-24 19:00:00,22801.16,22678.43,22716.23,663.04,15077745.13,22711.38
2022-07-24 20:00:00,22801.74,22676.5,22711.38,582.34,13234603.23,22725.66
2022-07-24 21:00:00,22823.07,22682.86,22725.66,663.7,15107810.68,22818.94
2022-07-24 22:00:00,23012.74,22578.38,22818.94,2376.54,54242123.82,22661.16
2022-07-24 23:00:00,22759.54,22528.77,22661.16,1199.37,27165703.65,22585.4
2022-07-25 00:00:00,22660.92,22268.54,22585.4,1929.7,43300973.48,22320.98
2022-07-25 01:00:00,22323.88,22123.07,22320.98,1324.12,29434248.83,22214.05
2022-07-25 02:00:00,22214.05,21884.61,22214.05,2589.84,57034356.86,21958.38
2022-07-25 03:00:00,21958.38,21790.88,21958.38,1717.89,37565360.0,21871.68
2022-07-25 04:00:00,21910.34,21751.89,21871.68,1412.16,30813575.14,21900.47
2022-07-25 05:00:00,21944.02,21819.25,21900.47,838.87,18360347.03,21928.91
2022-07-25 06:00:00,21949.96,21831.04,21928.91,737.34,16150538.26,21914.11
2022-07-25 07:00:00,21997.2,21895.28,21914.11,1169.53,25658290.39,21970.65
2022-07-25 08:00:00,22096.86,21876.89,21970.65,1189.11,26149731.18,22052.33
2022-07-25 09:00:00,22105.96,21991.28,22052.33,833.05,18368548.36,22001.75
2022-07-25 10:00:00,22077.68,21970.8,22001.75,903.25,19890391.14,22051.71
2022-07-25 11:00:00,22098.69,21929.45,22051.71,983.93,21663545.8,21940.56
2022-07-25 12:00:00,21991.03,21828.78,21940.56,1493.35,32712597.83,21976.78
2022-07-25 13:00:00,21996.26,21783.11,21976.78,2276.08,49856108.53,21904.15
2022-07-25 14:00:00,21932.84,21712.65,21904.15,2580.47,56293928.59,21892.92
2022-07-25 15:00:00,21933.54,21760.56,21892.92,1743.48,38092272.08,21901.63
2022-07-25 16:00:00,21978.53,21848.92,21901.63,1618.47,35492269.27,21955.39
2022-07-25 17:00:00,22010.45,21847.98,21955.39,1363.79,29930921.4,21871.8
2022-07-25 18:00:00,21940.23,21783.9,21871.8,1228.22,26855175.95,21820.1
2022-07-25 19:00:00,21896.13,21564.25,21820.1,3938.38,85452240.68,21893.57
2022-07-25 20:00:00,22256.91,21892.88,21893.57,3620.69,80113710.06,22170.61
2022-07-25 21:00:00,22184.0,21992.41,22170.61,1190.65,26303009.97,22025.23
2022-07-25 22:00:00,22028.07,21528.19,22025.23,3373.12,73269078.97,21661.53
2022-07-25 23:00:00,21757.44,21268.28,21661.53,2873.28,61692467.06,21305.59
2022-07-26 00:00:00,21341.58,20979.31,21305.59,4067.59,85973397.2,20999.92
2022-07-26 01:00:00,21123.88,20981.68,20999.92,1354.46,28543418.43,21077.28
2022-07-26 02:00:00,21123.33,21032.31,21077.28,1338.24,28204435.3,21072.6
2022-07-26 03:00:00,21232.81,20874.04,21072.6,2128.26,44880018.83,21144.11
2022-07-26 04:00:00,21247.64,21104.1,21144.11,1037.31,21952745.09,21132.03
2022-07-26 05:00:00,21175.84,21067.83,21132.03,797.86,16850554.4,21141.65
2022-07-26 06:00:00,21163.72,21070.5,21141.65,994.52,20995750.14,21085.39
2022-07-26 07:00:00,21140.2,21027.18,21085.39,935.76,19735266.5,21066.53
2022-07-26 08:00:00,21109.41,20993.97,21066.53,1032.42,21740405.78,21068.49
2022-07-26 09:00:00,21159.86,21063.46,21068.49,880.94,18600398.37,21125.19
2022-07-26 10:00:00,21150.49,21051.49,21125.19,670.59,14141736.56,21077.65
2022-07-26 11:00:00,21150.94,20943.65,21077.65,1178.18,24815723.41,21091.85
2022-07-26 12:00:00,21191.53,20969.03,21091.85,1939.84,40890606.57,21032.9
2022-07-26 13:00:00,21047.56,20803.61,21032.9,3231.35,67593716.45,20951.31
2022-07-26 14:00:00,21032.94,20836.94,20951.31,1617.03,33833777.84,20951.17
2022-07-26 15:00:00,20964.66,20733.24,20951.17,1853.94,38593999.84,20744.14
2022-07-26 16:00:00,20942.86,20740.36,20744.14,1697.57,35383620.32,20936.17
2022-07-26 17:00:00,21075.11,20908.13,20936.17,2075.0,43516485.11,20920.37
2022-07-26 18:00:00,20994.17,20824.26,20920.37,1914.32,40018911.99,20904.84
2022-07-26 19:00:00,20941.55,20816.01,20904.84,1577.13,32949658.65,20921.84
2022-07-26 20:00:00,20986.02,20820.13,20921.84,1772.95,37075779.57,20982.12
2022-07-26 21:00:00,21114.71,20829.34,20982.12,1265.53,26567385.29,20941.83
2022-07-26 22:00:00,21160.44,20926.2,20941.83,1716.43,36200557.09,21118.61
2022-07-26 23:00:00,21297.36,21070.11,21118.61,1459.37,30910799.94,21258.08
2022-07-27 00:00:00,21283.11,21143.84,21258.08,1040.84,22082882.61,21211.33
2022-07-27 01:00:00,21236.65,21145.2,21211.33,1104.93,23425668.09,21164.24
2022-07-27 02:00:00,21204.46,21102.13,21164.24,951.3,20120106.93,21191.55
2022-07-27 03:00:00,21200.44,21049.67,21191.55,855.84,18065001.3,21074.25
2022-07-27 04:00:00,21134.93,21063.66,21074.25,601.19,12687700.05,21115.27
2022-07-27 05:00:00,21278.61,21100.17,21115.27,902.79,19146779.25,21251.46
2022-07-27 06:00:00,21269.55,21169.33,21251.46,721.67,15316679.82,21263.08
2022-07-27 07:00:00,21445.86,21249.3,21263.08,1834.38,39209752.3,21350.03
2022-07-27 08:00:00,21434.76,21343.55,21350.03,1011.28,21632344.7,21359.67
2022-07-27 09:00:00,21365.27,21271.61,21359.67,1169.53,24932700.28,21294.9
2022-07-27 10:00:00,21332.91,21255.81,21294.9,767.63,16350121.16,21291.41
2022-07-27 11:00:00,21366.08,21150.09,21291.41,1447.9,30815381.49,21205.41
2022-07-27 12:00:00,21413.69,21168.14,21205.41,1639.06,34953762.94,21377.44
2022-07-27 13:00:00,21484.89,21293.07,21377.44,2014.7,43075432.45,21469.91
2022-07-27 14:00:00,21491.99,21403.88,21469.91,1492.36,32004699.81,21464.83
2022-07-27 15:00:00,21554.42,21432.58,21464.83,2069.22,44483584.52,21544.37
2022-07-27 16:00:00,21596.93,21506.3,21544.37,594.98,12818541.55,21587.44
