time,high,low,open,volumefrom,volumeto,close
2022-07-08 15:00:00,22091.6,21696.43,21747.59,6589.42,144402845.69,21951.29
2022-07-08 16:00:00,21959.17,21553.01,21951.29,2613.14,56741476.79,21679.17
2022-07-08 17:00:00,21818.51,21627.55,21679.17,1974.04,42913196.39,21739.75
2022-07-08 18:00:00,21868.56,21662.53,21739.75,1630.35,35486470.66,21720.69
2022-07-08 19:00:00,21858.84,21655.67,21720.69,2070.4,45067269.63,21790.48
2022-07-08 20:00:00,22003.96,21761.95,21790.48,1661.79,36331568.89,21846.59
2022-07-08 21:00:00,22004.22,21692.5,21846.59,1425.44,31181977.2,21705.07
2022-07-08 22:00:00,21824.06,21681.69,21705.07,869.06,18917638.39,21764.06
2022-07-08 23:00:00,21941.48,21578.48,21764.06,1520.12,33119868.83,21592.65
2022-07-09 00:00:00,21677.92,21432.93,21592.65,1719.62,37066200.34,21535.72
2022-07-09 01:00:00,21586.94,21403.08,21535.72,991.21,21303974.25,21498.7
2022-07-09 02:00:00,21614.42,21488.5,21498.7,691.67,14908092.51,21568.23
2022-07-09 03:00:00,21611.6,21460.34,21568.23,757.63,16325948.97,21600.4
2022-07-09 04:00:00,21617.15,21499.47,21600.4,693.36,14946780.11,21542.2
2022-07-09 05:00:00,21595.03,21478.68,21542.2,596.88,12850113.34,21506.52
2022-07-09 06:00:00,21560.58,21482.4,21506.52,488.79,10517978.75,21548.98
2022-07-09 07:00:00,21707.68,21544.72,21548.98,970.18,20994130.32,21641.12
2022-07-09 08:00:00,21711.84,21594.14,21641.12,581.8,12601444.4,21708.68
2022-07-09 09:00:00,21715.22,21595.81,21708.68,602.46,13039016.7,21640.78
2022-07-09 10:00:00,21731.98,21617.36,21640.78,668.74,14499424.99,21726.45
2022-07-09 11:00:00,21755.35,21328.96,21726.45,1412.73,30487181.46,21432.27
2022-07-09 12:00:00,21546.74,21378.34,21432.27,1095.48,23534195.92,21506.12
2022-07-09 13:00:00,21611.54,21493.19,21506.12,983.31,21206267.74,21555.64
2022-07-09 14:00:00,21701.07,21532.55,21555.64,1087.66,23527003.81,21590.07
2022-07-09 15:00:00,21639.4,21534.81,21590.07,604.14,13047146.03,21541.73
2022-07-09 16:00:00,21703.43,21526.23,21541.73,689.44,14896653.39,21684.31
2022-07-09 17:00:00,21942.8,21661.8,21684.31,1678.24,36622638.65,21871.67
2022-07-09 18:00:00,21894.83,21727.46,21871.67,1081.8,23594236.73,21740.0
2022-07-09 19:00:00,21756.22,21518.54,21740.0,1109.02,23960789.26,21613.19
2022-07-09 20:00:00,21687.78,21582.03,21613.19,616.06,13329328.27,21674.35
2022-07-09 21:00:00,21736.79,21631.78,21674.35,563.82,12229651.13,21701.55
2022-07-09 22:00:00,21739.21,21590.69,21701.55,712.93,15454450.67,21618.58
2022-07-09 23:00:00,21635.93,21541.02,21618.58,661.33,14276077.02,21582.17
2022-07-10 00:00:00,21591.09,21353.71,21582.17,1261.29,27085865.03,21357.47
2022-07-10 01:00:00,21482.42,21323.76,21357.47,740.15,15853386.22,21402.15
2022-07-10 02:00:00,21479.86,21134.03,21402.15,1972.1,41965364.52,21294.04
2022-07-10 03:00:00,21332.91,21220.36,21294.04,792.74,16868788.96,21288.5
2022-07-10 04:00:00,21295.45,21156.87,21288.5,854.38,18132713.47,21267.72
2022-07-10 05:00:00,21357.4,21260.8,21267.72,600.5,12798321.61,21346.86
2022-07-10 06:00:00,21351.27,21232.57,21346.86,514.72,10961937.6,21285.11
2022-07-10 07:00:00,21342.86,21236.32,21285.11,455.3,9693259.64,21326.1
2022-07-10 08:00:00,21392.65,21253.64,21326.1,517.57,11038616.77,21313.5
2022-07-10 09:00:00,21345.42,21283.95,21313.5,418.98,8932729.77,21317.53
2022-07-10 10:00:00,21341.91,21218.68,21317.53,497.32,10583839.21,21263.78
2022-07-10 11:00:00,21288.71,21165.96,21263.78,697.05,14787355.75,21287.96
2022-07-10 12:00:00,21325.54,21261.93,21287.96,468.73,9981482.85,21294.26
2022-07-10 13:00:00,21295.84,20966.7,21294.26,1732.61,36519299.42,21062.83
2022-07-10 14:00:00,21062.83,20828.69,21062.83,1982.45,41471700.56,20853.03
2022-07-10 15:00:00,20961.67,20829.47,20853.03,796.57,16653666.45,20887.8
2022-07-10 16:00:00,21021.35,20671.26,20887.8,2146.66,44651652.85,20922.51
2022-07-10 17:00:00,20941.1,20875.48,20922.51,715.13,14949027.24,20892.62
2022-07-10 18:00:00,20903.98,20775.3,20892.62,715.14,14889920.06,20839.1
2022-07-10 19:00:00,20905.93,20733.65,20839.1,865.55,17988676.99,20905.58
2022-07-10 20:00:00,20992.06,20830.42,20905.58,1129.59,23661871.52,20970.64
2022-07-10 21:00:00,21168.69,20958.13,20970.64,1021.92,21558782.91,21030.75
2022-07-10 22:00:00,21030.97,20695.54,21030.75,1496.39,31140928.21,20830.01
2022-07-10 23:00:00,20866.65,20755.42,20830.01,644.95,13424428.41,20846.53
2022-07-11 00:00:00,20852.04,20669.99,20846.53,1189.15,24680319.24,20803.45
2022-07-11 01:00:00,20806.44,20516.98,20803.45,1975.05,40718049.25,20544.0
2022-07-11 02:00:00,20583.73,20449.5,20544.0,1636.51,33576609.12,20537.15
2022-07-11 03:00:00,20649.06,20475.65,20537.15,1057.25,21759551.66,20530.7
2022-07-11 04:00:00,20590.58,20426.57,20530.7,1160.78,23809499.97,20516.34
2022-07-11 05:00:00,20562.61,20460.75,20516.34,792.04,16243710.19,20495.55
2022-07-11 06:00:00,20507.94,20358.03,20495.55,1313.85,26821400.06,20388.82
2022-07-11 07:00:00,20464.61,20372.64,20388.82,976.72,19961644.93,20430.3
2022-07-11 08:00:00,20539.22,20403.03,20430.3,1042.27,21345097.12,20521.24
2022-07-11 09:00:00,20605.3,20495.97,20521.24,848.4,17431276.32,20540.18
2022-07-11 10:00:00,20612.38,20505.02,20540.18,723.24,14867714.49,20519.99
2022-07-11 11:00:00,20571.51,20419.95,20519.99,928.28,19022515.12,20459.14
2022-07-11 12:00:00,20594.28,20409.19,20459.14,1363.22,27932545.36,20579.53
2022-07-11 13:00:00,20733.57,20264.17,20579.53,2975.31,60846699.91,20358.45
2022-07-11 14:00:00,20466.82,20274.78,20358.45,1660.89,33876233.67,20379.05
2022-07-11 15:00:00,20449.44,20347.81,20379.05,1341.95,27361004.6,20420.02
2022-07-11 16:00:00,20503.95,20393.02,20420.02,1435.67,29347850.15,20406.25
2022-07-11 17:00:00,20627.65,20402.86,20406.25,1419.6,29166870.25,20600.56
2022-07-11 18:00:00,20685.14,20541.33,20600.56,1943.48,40012471.06,20555.04
2022-07-11 19:00:00,20570.15,20407.73,20555.04,2290.61,46895509.4,20485.35
2022-07-11 20:00:00,20537.2,20376.96,20485.35,1049.49,21471956.95,20408.27
2022-07-11 21:00:00,20415.33,20162.95,20408.27,1486.38,30177244.9,20224.67
2022-07-11 22:00:00,20224.67,19968.78,20224.67,3902.82,78270380.33,19995.05
2022-07-11 23:00:00,20032.74,19872.03,19995.05,2550.0,50885025.44,19944.25
2022-07-12 00:00:00,19983.75,19775.89,19944.25,2266.82,45042592.14,19797.55
2022-07-12 01:00:00,19933.12,19785.68,19797.55,1384.45,27512675.74,19870.64
2022-07-12 02:00:00,19963.41,19865.3,19870.64,969.33,19311732.49,19953.59
2022-07-12 03:00:00,19953.59,19861.16,19953.59,1109.68,22090979.89,19924.55
2022-07-12 04:00:00,20012.84,19911.17,19924.55,1931.13,38512708.91,19986.68
2022-07-12 05:00:00,20036.49,19936.74,19986.68,823.49,16462204.16,19937.32
2022-07-12 06:00:00,19937.32,19790.0,19937.32,1213.56,24113889.88,19827.76
2022-07-12 07:00:00,19845.86,19602.48,19827.76,2574.62,50717969.68,19711.03
2022-07-12 08:00:00,19789.08,19657.22,19711.03,1150.11,22688195.34,19755.26
2022-07-12 09:00:00,19783.13,19544.32,19755.26,1492.84,29333500.56,19579.53
2022-07-12 10:00:00,19692.57,19579.53,19579.53,1187.1,23315913.14,19591.46
2022-07-12 11:00:00,19806.02,19579.52,19591.46,2125.38,41921754.19,19759.46
2022-07-12 12:00:00,19941.63,19756.21,19759.46,1456.13,28909574.69,19855.08
2022-07-12 13:00:00,19979.67,19746.18,19855.08,2333.7,46394340.88,19760.04
2022-07-12 14:00:00,19911.66,19675.21,19760.04,2300.21,45526216.29,19897.76
2022-07-12 15:00:00,19969.31,19839.62,19897.76,2222.58,44223994.61,19861.09
2022-07-12 16:00:00,19990.39,19853.33,19861.09,2007.63,39980999.55,19879.34
2022-07-12 17:00:00,19898.67,19800.64,19879.34,1744.26,34619957.43,19853.15
2022-07-12 18:00:00,19861.64,19687.49,19853.15,1679.57,33221842.37,19706.41
2022-07-12 19:00:00,19706.47,19270.98,19706.41,5389.14,104731607.98,19378.84
2022-07-12 20:00:00,19528.03,19362.69,19378.84,1636.55,31815384.49,19437.87
2022-07-12 21:00:00,19502.78,19327.72,19437.87,998.08,19387175.67,19328.92
2022-07-12 22:00:00,19455.66,19230.29,19328.92,2298.93,44510658.6,19354.58
2022-07-12 23:00:00,19428.05,19235.77,19354.58,2023.76,39140648.72,19309.71
2022-07-13 00:00:00,19417.56,19244.03,19309.71,1866.87,36078927.17,19405.53
2022-07-13 01:00:00,19454.71,19363.64,19405.53,1544.29,29966460.91,19408.26
2022-07-13 02:00:00,19521.71,19408.26,19408.26,1213.86,23652036.15,19488.97
2022-07-13 03:00:00,19552.85,19445.41,19488.97,1065.05,20761800.32,19452.74
2022-07-13 04:00:00,19502.19,19406.8,19452.74,730.09,14208419.33,19462.9
2022-07-13 05:00:00,19558.47,19424.71,19462.9,963.69,18789465.69,19503.06
2022-07-13 06:00:00,19535.57,19455.0,19503.06,818.23,15945341.81,19524.75
2022-07-13 07:00:00,19816.4,19480.6,19524.75,2336.94,45866259.03,19687.91
2022-07-13 08:00:00,19895.56,19654.52,19687.91,1983.55,39225564.41,19835.27
2022-07-13 09:00:00,19876.61,19756.99,19835.27,1445.08,28641688.15,19787.27
2022-07-13 10:00:00,19795.02,19691.99,19787.27,1260.14,24884319.24,19768.67
2022-07-13 11:00:00,19858.87,19740.1,19768.67,1042.8,20644006.61,19828.48
2022-07-13 12:00:00,20059.22,18956.86,19828.48,10714.49,207484975.43,19152.5
2022-07-13 13:00:00,19319.25,18919.1,19152.5,5834.88,111733610.79,19274.92
2022-07-13 14:00:00,19658.17,19184.15,19274.92,5640.0,109576891.86,19557.16
2022-07-13 15:00:00,19671.99,19374.48,19557.16,2600.85,50788527.63,19439.68
2022-07-13 16:00:00,19619.44,19212.81,19439.68,2837.28,55005185.57,19617.33
2022-07-13 17:00:00,19950.36,19608.92,19617.33,4756.9,94259498.65,19865.4
2022-07-13 18:00:00,19875.31,19664.97,19865.4,2620.76,51786565.57,19830.62
2022-07-13 19:00:00,19845.23,19617.71,19830.62,1695.95,33437675.81,19638.78
2022-07-13 20:00:00,19724.63,19573.56,19638.78,1280.13,25151905.67,19661.24
2022-07-13 21:00:00,19940.49,19634.78,19661.24,1259.06,24924004.21,19906.08
2022-07-13 22:00:00,19998.72,19820.9,19906.08,1389.23,27642808.89,19832.57
2022-07-13 23:00:00,20274.83,19828.25,19832.57,3287.6,66188199.01,20230.81
2022-07-14 00:00:00,20389.61,20155.44,20230.81,2876.05,58265193.09,20296.64
2022-07-14 01:00:00,20402.33,20216.58,20296.64,1764.16,35782566.32,20263.58
2022-07-14 02:00:00,20291.73,20172.5,20263.58,1259.58,25486430.12,20239.82
2022-07-14 03:00:00,20357.13,20194.39,20239.82,1216.95,24667485.69,20207.55
2022-07-14 04:00:00,20257.96,20053.22,20207.55,1693.65,34091728.8,20069.83
2022-07-14 05:00:00,20193.99,20042.73,20069.83,1336.72,26897530.23,20095.08
2022-07-14 06:00:00,20119.96,19895.78,20095.08,1893.98,37912932.36,20011.58
2022-07-14 07:00:00,20033.87,19916.17,20011.58,1052.64,21021698.19,19977.17
2022-07-14 08:00:00,20036.64,19727.28,19977.17,1694.21,33683411.17,19750.06
2022-07-14 09:00:00,19820.46,19679.65,19750.06,1342.42,26515722.62,19810.98
2022-07-14 10:00:00,19832.7,19724.15,19810.98,1117.45,22108579.75,19769.13
2022-07-14 11:00:00,19791.01,19638.51,19769.13,1720.86,33925639.36,19726.8
2022-07-14 12:00:00,19850.97,19620.06,19726.8,2165.78,42767780.81,19777.1
2022-07-14 13:00:00,19806.71,19637.98,19777.1,2598.86,51252627.76,19753.69
2022-07-14 14:00:00,19933.42,19662.09,19753.69,2182.67,43139126.59,19873.72
2022-07-14 15:00:00,20437.53,19873.72,19873.72,5321.85,107525396.47,20368.93
2022-07-14 16:00:00,20462.12,20149.25,20368.93,3067.74,62233881.92,20210.54
2022-07-14 17:00:00,20751.52,20178.35,20210.54,5116.82,104888599.63,20728.36
2022-07-14 18:00:00,20763.88,20618.93,20728.36,2817.94,58291977.84,20691.05
2022-07-14 19:00:00,20869.51,20582.37,20691.05,3994.63,82818125.74,20592.48
2022-07-14 20:00:00,20681.83,20510.56,20592.48,1626.41,33486894.13,20669.08
2022-07-14 21:00:00,20702.64,20411.96,20669.08,866.92,17819810.02,20464.28
2022-07-14 22:00:00,20547.38,20435.26,20464.28,931.36,19080511.11,20489.41
2022-07-14 23:00:00,20589.67,20459.17,20489.41,864.49,17750913.4,20577.38
2022-07-15 00:00:00,20589.21,20382.42,20577.38,1343.68,27506948.71,20384.37
2022-07-15 01:00:00,20634.07,20373.45,20384.37,1022.64,20917970.52,20619.94
2022-07-15 02:00:00,20804.07,20425.76,20619.94,2253.28,46503966.07,20477.29
2022-07-15 03:00:00,20613.73,20439.19,20477.29,946.96,19430208.76,20598.41
2022-07-15 04:00:00,20682.23,20484.74,20598.41,1149.08,23658722.93,20532.22
2022-07-15 05:00:00,20658.16,20511.61,20532.22,736.74,15162777.75,20653.14
2022-07-15 06:00:00,20678.85,20584.04,20653.14,750.08,15475727.87,20592.2
2022-07-15 07:00:00,20911.45,20555.91,20592.2,1864.22,38714093.74,20823.38
2022-07-15 08:00:00,21000.97,20722.94,20823.38,1785.75,37276239.95,20860.63
2022-07-15 09:00:00,21030.67,20834.09,20860.63,1600.23,33507927.29,20890.53
2022-07-15 10:00:00,20907.93,20798.52,20890.53,871.1,18160259.18,20861.26
2022-07-15 11:00:00,20935.79,20754.53,20861.26,1011.2,21067823.43,20762.56
2022-07-15 12:00:00,21028.78,20752.31,20762.56,2372.11,49543415.73,20978.88
2022-07-15 13:00:00,21072.42,20790.83,20978.88,2477.87,51892505.53,20858.05
2022-07-15 14:00:00,20994.04,20856.82,20858.05,2812.97,58845898.74,20885.76
2022-07-15 15:00:00,20950.81,20778.72,20885.76,1169.58,24413960.87,20795.26
2022-07-15 16:00:00,20809.42,20636.2,20795.26,1982.3,41081044.8,20751.09
2022-07-15 17:00:00,20907.94,20734.57,20751.09,1333.76,27768044.17,20779.49
2022-07-15 18:00:00,21041.04,20768.33,20779.49,1535.78,32135515.38,21036.93
2022-07-15 19:00:00,21172.3,20941.24,21036.93,2272.17,47843523.13,21167.94
2022-07-15 20:00:00,21185.15,20894.74,21167.94,2038.04,42871205.69,20926.13
2022-07-15 21:00:00,21013.72,20835.65,20926.13,926.78,19395288.65,20963.84
2022-07-15 22:00:00,20983.65,20814.79,20963.84,805.51,16827066.17,20888.58
2022-07-15 23:00:00,20938.95,20761.93,20888.58,826.38,17216117.37,20827.27
2022-07-16 00:00:00,20854.16,20668.82,20827.27,921.11,19113473.26,20679.99
2022-07-16 01:00:00,20748.14,20636.1,20679.99,757.12,15674850.32,20707.49
2022-07-16 02:00:00,20738.96,20607.11,20707.49,783.19,16185482.53,20697.41
2022-07-16 03:00:00,20758.91,20686.01,20697.41,407.0,8434425.25,20735.18
2022-07-16 04:00:00,20750.05,20652.23,20735.18,593.61,12291444.61,20743.02
2022-07-16 05:00:00,20745.45,20573.87,20743.02,582.01,12027014.1,20576.24
2022-07-16 06:00:00,20614.55,20481.02,20576.24,1298.3,26664274.23,20541.16
2022-07-16 07:00:00,20607.94,20499.87,20541.16,465.05,9562015.19,20546.39
2022-07-16 08:00:00,20647.16,20538.69,20546.39,562.85,11600628.42,20605.26
2022-07-16 09:00:00,20630.91,20574.19,20605.26,341.18,7029101.85,20608.92
2022-07-16 10:00:00,20677.24,20593.43,20608.92,543.4,11208629.93,20628.91
2022-07-16 11:00:00,20667.62,20610.0,20628.91,440.91,9100678.2,20614.97
2022-07-16 12:00:00,20737.52,20591.49,20614.97,576.51,11899349.03,20695.01
2022-07-16 13:00:00,20846.93,20682.4,20695.01,1121.14,23293223.64,20839.92
2022-07-16 14:00:00,20861.2,20731.19,20839.92,810.94,16868197.35,20812.22
2022-07-16 15:00:00,20952.25,20812.12,20812.22,1245.58,26034383.58,20943.17
2022-07-16 16:00:00,21482.08,20932.57,20943.17,6033.01,128129669.55,21455.73
2022-07-16 17:00:00,21574.75,21226.72,21455.73,3064.59,65692156.89,21236.52
2022-07-16 18:00:00,21348.96,21195.93,21236.52,1422.07,30254703.56,21288.36
2022-07-16 19:00:00,21385.01,21156.47,21288.36,1090.17,23189469.75,21184.07
2022-07-16 20:00:00,21215.47,20918.48,21184.07,2188.86,46122466.07,21200.13
2022-07-16 21:00:00,21333.23,21091.59,21200.13,976.6,20717686.46,21193.71
2022-07-16 22:00:00,21303.54,21139.83,21193.71,750.29,15917699.9,21285.47
2022-07-16 23:00:00,21292.1,21164.57,21285.47,900.09,19091499.82,21199.01
2022-07-17 00:00:00,21341.7,21188.1,21199.01,1167.19,24842916.87,21292.51
2022-07-17 01:00:00,21333.26,21086.44,21292.51,948.69,20089331.2,21155.16
2022-07-17 02:00:00,21231.54,21130.6,21155.16,522.46,11064529.92,21165.11
2022-07-17 03:00:00,21449.12,21158.98,21165.11,1008.62,21510450.14,21321.47
2022-07-17 04:00:00,21461.2,21236.58,21321.47,755.58,16121113.43,21253.97
2022-07-17 05:00:00,21387.63,21250.63,21253.97,668.99,14264685.87,21348.7
2022-07-17 06:00:00,21585.15,21344.96,21348.7,1347.44,28923391.76,21570.73
2022-07-17 07:00:00,21658.47,21464.29,21570.73,1234.66,26628963.38,21465.46
2022-07-17 08:00:00,21503.06,21370.78,21465.46,1106.64,23703703.86,21450.02
2022-07-17 09:00:00,21531.75,21276.86,21450.02,1325.0,28363108.34,21365.77
2022-07-17 10:00:00,21387.04,21221.59,21365.77,1207.34,25705969.75,21382.64
2022-07-17 11:00:00,21466.03,21293.19,21382.64,702.96,15026629.4,21445.8
2022-07-17 12:00:00,21486.01,21344.17,21445.8,784.75,16812996.43,21375.17
2022-07-17 13:00:00,21379.6,21113.49,21375.17,1588.44,33708132.97,21113.84
2022-07-17 14:00:00,21249.91,21090.05,21113.84,906.28,19195746.54,21192.98
2022-07-17 15:00:00,21264.11,21134.49,21192.98,859.62,18228367.01,21167.43
2022-07-17 16:00:00,21203.03,21006.5,21167.43,1335.45,28185400.2,21143.17
2022-07-17 17:00:00,21338.05,20827.41,21143.17,1908.54,40290007.21,20924.8
2022-07-17 18:00:00,21054.46,20873.78,20924.8,1222.59,25637295.54,20969.39
2022-07-17 19:00:00,21074.36,20933.33,20969.39,869.63,18277550.61,21027.6
2022-07-17 20:00:00,21043.36,20908.94,21027.6,848.41,17787734.52,20932.01
2022-07-17 21:00:00,21048.48,20885.82,20932.01,813.59,17071132.13,21015.03
2022-07-17 22:00:00,21068.1,20924.11,21015.03,1123.33,23586842.73,21000.58
2022-07-17 23:00:00,21003.04,20752.85,21000.58,1418.16,29583266.25,20792.81
2022-07-18 00:00:00,20913.35,20760.73,20792.81,1040.85,21689401.51,20816.92
2022-07-18 01:00:00,20996.54,20813.85,20816.92,938.91,19649662.19,20973.42
2022-07-18 02:00:00,21363.09,20960.3,20973.42,2270.65,48009843.88,21326.55
2022-07-18 03:00:00,21368.77,21199.76,21326.55,1258.86,26804835.44,21282.57
2022-07-18 04:00:00,21314.53,21169.92,21282.57,896.69,19060099.8,21285.82
2022-07-18 05:00:00,21864.07,21285.82,21285.82,3793.28,81992618.32,21855.2
2022-07-18 06:00:00,22311.35,21771.6,21855.2,4368.08,96437489.64,22195.08
2022-07-18 07:00:00,22387.23,22109.94,22195.08,3320.41,73888996.0,22249.07
2022-07-18 08:00:00,22503.41,22162.1,22249.07,3598.5,80436593.9,22288.26
2022-07-18 09:00:00,22397.27,22219.73,22288.26,2086.17,46528575.41,22241.41
2022-07-18 10:00:00,22365.83,22142.62,22241.41,1987.39,44193732.84,22199.96
2022-07-18 11:00:00,22319.77,21972.86,22199.96,2409.17,53347384.22,22124.27
2022-07-18 12:00:00,22306.6,21898.72,22124.27,2845.13,62765421.55,22276.41
2022-07-18 13:00:00,22310.6,22079.25,22276.41,2868.18,63665303.53,22139.18
2022-07-18 14:00:00,22232.1,21990.63,22139.18,2762.3,61025080.83,22212.89
2022-07-18 15:00:00,22749.06,22164.9,22212.89,3908.35,87619123.36,22676.72
2022-07-18 16:00:00,22707.8,22130.12,22676.72,4123.81,92175755.01,22204.15
2022-07-18 17:00:00,22220.36,21842.38,22204.15,3849.17,84756534.79,21872.26
2022-07-18 18:00:00,22003.97,21807.55,21872.26,2941.43,64426789.01,21835.34
2022-07-18 19:00:00,21873.31,21400.52,21835.34,4456.14,96415551.9,21614.34
2022-07-18 20:00:00,21670.15,21453.94,21614.34,2320.91,50080582.28,21487.28
2022-07-18 21:00:00,21749.81,21451.38,21487.28,1592.71,34450826.36,21657.39
2022-07-18 22:00:00,21849.18,21561.01,21657.39,2013.34,43697399.39,21788.95
2022-07-18 23:00:00,22637.26,21771.84,21788.95,5094.37,113311248.32,22447.39
2022-07-19 00:00:00,22914.94,22187.95,22447.39,8174.04,184369434.58,22351.56
2022-07-19 01:00:00,22390.55,22036.68,22351.56,3103.4,68881076.58,22057.4
2022-07-19 02:00:00,22159.56,21934.53,22057.4,2175.92,47985519.18,22096.41
2022-07-19 03:00:00,22262.9,21813.46,22096.41,2118.86,46720693.44,21895.64
2022-07-19 04:00:00,21945.58,21707.84,21895.64,1708.35,37311439.05,21895.51
2022-07-19 05:00:00,22102.33,21828.81,21895.51,1356.9,29857147.7,21996.58
2022-07-19 06:00:00,22125.34,21588.2,21996.58,2800.67,61141430.83,21758.32
2022-07-19 07:00:00,21873.59,21694.3,21758.32,1916.83,41752508.01,21767.11
2022-07-19 08:00:00,21929.76,21701.07,21767.11,1307.94,28555008.53,21923.6
2022-07-19 09:00:00,21961.92,21816.79,21923.6,1146.47,25111475.94,21903.96
2022-07-19 10:00:00,22103.36,21825.54,21903.96,2096.05,46006674.13,22000.98
2022-07-19 11:00:00,22228.38,21914.45,22000.98,2615.09,57783106.05,21978.1
2022-07-19 12:00:00,22194.84,21977.81,21978.1,2279.84,50324612.5,22179.59
2022-07-19 13:00:00,22420.0,22048.91,22179.59,3694.63,82188402.19,22311.52
2022-07-19 14:00:00,22631.75,22105.83,22311.52,4660.49,104152855.83,22629.08
2022-07-19 15:00:00,23195.09,22481.86,22629.08,10185.92,232813697.36,23153.88
2022-07-19 16:00:00,23440.28,22965.78,23153.88,6678.01,155072392.51,23232.75
2022-07-19 17:00:00,23514.69,23082.34,23232.75,3833.07,89245170.25,23461.07
2022-07-19 18:00:00,23515.04,23266.49,23461.07,3473.87,81302991.51,23414.38
2022-07-19 19:00:00,23676.09,23353.07,23414.38,4458.48,104954600.64,23402.19
2022-07-19 20:00:00,23435.13,23172.01,23402.19,2959.9,68903263.14,23307.47
2022-07-19 21:00:00,23790.89,23261.69,23307.47,2403.62,56573440.55,23654.93
2022-07-19 22:00:00,23665.76,23352.49,23654.93,1641.11,38551886.84,23500.36
2022-07-19 23:00:00,23630.82,23235.32,23500.36,2427.41,56819948.59,23399.91
2022-07-20 00:00:00,23431.61,22923.14,23399.91,3664.64,84941360.4,23038.01
2022-07-20 01:00:00,23332.17,22960.44,23038.01,2423.59,56133604.0,23258.04
2022-07-20 02:00:00,23497.04,23213.26,23258.04,1983.72,46364199.87,23373.74
