Date,Open,High,Low,Close,Volume
2022-07-26 10:20:00,21081.0,21088.06,21075.59,21088.06,17.49
2022-07-26 10:21:00,21088.06,21090.61,21083.47,21084.32,8.622
2022-07-26 10:22:00,21084.32,21084.32,21070.09,21070.94,12.85
2022-07-26 10:23:00,21070.94,21072.32,21067.83,21069.48,2.005
2022-07-26 10:24:00,21069.48,21078.03,21068.37,21070.78,9.602
2022-07-26 10:25:00,21070.78,21076.29,21069.89,21075.14,12.35
2022-07-26 10:26:00,21075.14,21075.26,21063.02,21064.72,10.84
2022-07-26 10:27:00,21064.72,21074.1,21064.56,21072.53,8.107
2022-07-26 10:28:00,21072.53,21082.31,21069.1,21081.93,8.481
2022-07-26 10:29:00,21081.93,21085.1,21078.17,21081.47,6.725
2022-07-26 10:30:00,21081.47,21091.63,21081.09,21083.6,15.9
2022-07-26 10:31:00,21083.6,21109.99,21083.6,21101.22,12.58
2022-07-26 10:32:00,21101.22,21101.38,21072.18,21075.25,13.24
2022-07-26 10:33:00,21075.25,21079.09,21071.76,21078.85,6.784
2022-07-26 10:34:00,21078.85,21083.46,21076.36,21076.36,8.873
2022-07-26 10:35:00,21076.36,21082.04,21074.26,21079.5,9.215
2022-07-26 10:36:00,21079.5,21088.04,21077.92,21085.65,5.484
2022-07-26 10:37:00,21085.65,21085.65,21051.49,21059.8,63.46
2022-07-26 10:38:00,21059.8,21067.15,21059.8,21062.52,11.71
2022-07-26 10:39:00,21062.52,21075.53,21062.52,21074.96,12.3
2022-07-26 10:40:00,21074.96,21074.96,21065.01,21068.33,12.42
2022-07-26 10:41:00,21068.33,21072.33,21063.24,21063.69,2.798
2022-07-26 10:42:00,21063.69,21079.2,21062.48,21074.0,9.341
2022-07-26 10:43:00,21074.0,21077.69,21070.37,21075.83,10.49
2022-07-26 10:44:00,21075.83,21081.09,21073.98,21079.36,5.197
2022-07-26 10:45:00,21079.36,21084.88,21078.69,21079.65,8.788
2022-07-26 10:46:00,21079.65,21086.02,21079.37,21081.71,3.958
2022-07-26 10:47:00,21081.71,21082.82,21077.96,21082.28,2.406
2022-07-26 10:48:00,21082.28,21082.31,21074.16,21075.16,4.353
2022-07-26 10:49:00,21070.9,21074.04,21066.43,21070.91,42.91
2022-07-26 10:50:00,21077.25,21087.27,21076.19,21086.13,10.2
2022-07-26 10:51:00,21086.13,21089.47,21082.88,21085.55,4.048
2022-07-26 10:52:00,21085.55,21086.91,21074.02,21077.8,15.89
2022-07-26 10:53:00,21077.8,21080.98,21061.82,21065.06,38.65
2022-07-26 10:54:00,21065.06,21070.84,21063.8,21070.77,4.979
2022-07-26 10:55:00,21070.77,21091.88,21067.53,21090.72,12.63
2022-07-26 10:56:00,21090.72,21093.85,21083.98,21087.49,4.529
2022-07-26 10:57:00,21087.49,21087.49,21081.23,21081.87,3.912
2022-07-26 10:58:00,21081.87,21089.83,21075.69,21075.69,8.466
2022-07-26 10:59:00,21075.69,21079.25,21075.0,21077.65,4.893
