Date,Open,High,Low,Close,Volume
2017-07-02 04:00:00,255.66,256.64,255.05,256.29,13662.21
2017-07-02 05:00:00,256.29,261.86,256.11,261.69,31087.2
2017-07-02 06:00:00,261.69,261.94,259.18,259.64,14518.62
2017-07-02 07:00:00,259.64,264.97,259.14,264.96,20720.54
2017-07-02 08:00:00,264.96,273.38,264.94,272.57,51507.93
2017-07-02 09:00:00,272.57,272.9,266.4,267.38,30051.89
2017-07-02 10:00:00,267.38,267.69,261.9,263.06,21764.61
2017-07-02 11:00:00,263.06,267.77,261.19,267.18,21608.7
2017-07-02 12:00:00,267.18,267.95,263.12,264.29,17771.15
2017-07-02 13:00:00,264.29,265.44,261.15,261.15,21274.76
2017-07-02 14:00:00,261.15,263.07,259.11,262.7,27553.48
2017-07-02 15:00:00,262.7,265.84,262.25,265.84,27519.27
2017-07-02 16:00:00,265.84,270.44,265.52,270.26,35194.23
2017-07-02 17:00:00,270.26,279.69,270.1,279.42,74245.11
2017-07-02 18:00:00,279.42,286.49,277.56,277.57,61508.86
2017-07-02 19:00:00,277.57,281.81,276.09,279.97,28841.42
2017-07-02 20:00:00,279.97,282.72,279.96,281.2,17777.75
2017-07-02 21:00:00,281.2,292.06,281.2,291.81,61886.75
2017-07-02 22:00:00,291.81,293.3,285.07,285.61,40046.35
2017-07-02 23:00:00,285.61,288.58,283.46,283.99,18789.9
2017-07-03 00:00:00,283.99,284.25,278.55,282.22,31112.67
2017-07-03 01:00:00,282.22,282.22,275.58,277.81,27090.48
2017-07-03 02:00:00,277.81,280.84,275.18,280.52,16082.82
2017-07-03 03:00:00,280.77,281.09,277.75,278.6,12059.98
2017-07-03 04:00:00,278.6,280.73,277.34,279.99,21128.9
2017-07-03 05:00:00,279.99,283.18,278.25,280.78,21674.76
2017-07-03 06:00:00,280.78,281.15,277.43,278.08,18017.26
2017-07-03 07:00:00,278.08,279.15,275.32,275.32,19478.87
2017-07-03 08:00:00,275.32,276.35,272.64,275.52,20299.7
2017-07-03 09:00:00,275.52,275.64,273.25,274.26,14542.92
2017-07-03 10:00:00,274.26,277.19,274.2,277.15,13231.87
2017-07-03 11:00:00,277.15,277.36,274.43,276.34,18394.71
2017-07-03 12:00:00,276.34,277.34,275.19,276.14,26223.13
2017-07-03 13:00:00,276.14,283.55,275.06,282.41,50235.98
2017-07-03 14:00:00,282.41,284.31,277.79,279.91,41901.62
2017-07-03 15:00:00,279.91,281.33,277.54,281.2,18203.43
2017-07-03 16:00:00,281.2,282.4,279.74,280.93,19316.11
