Date,Open,High,Low,Close,Volume
2020-12-14 12:00:00,579.56,581.96,577.22,578.77,9092.98
2020-12-14 13:00:00,578.77,582.88,576.19,581.91,11182.38
2020-12-14 14:00:00,581.91,582.48,578.43,582.48,10952.99
2020-12-14 15:00:00,582.48,588.15,582.46,583.99,16603.73
2020-12-14 16:00:00,583.99,584.77,580.83,581.41,9674.59
2020-12-14 17:00:00,581.41,582.36,580.19,580.96,6536.54
2020-12-14 18:00:00,580.96,586.24,580.96,586.24,11993.45
2020-12-14 19:00:00,586.24,586.25,584.07,585.19,8646.22
2020-12-14 20:00:00,585.19,587.3,583.16,587.1,9819.66
2020-12-14 21:00:00,587.09,587.26,585.53,586.11,16496.78
2020-12-14 22:00:00,586.27,588.41,585.8,588.39,9176.85
2020-12-14 23:00:00,588.39,588.72,585.27,586.35,11915.02
2020-12-15 00:00:00,586.35,589.68,585.85,588.84,11953.3
2020-12-15 01:00:00,588.84,591.8,587.73,591.68,13063.94
2020-12-15 02:00:00,591.68,596.93,591.63,593.85,33384.3
2020-12-15 03:00:00,593.85,594.14,591.8,592.98,8541.69
2020-12-15 04:00:00,592.98,593.2,583.33,583.42,17543.46
2020-12-15 05:00:00,583.42,585.52,579.25,582.49,25994.26
2020-12-15 06:00:00,582.49,584.6,582.02,584.47,7601.54
2020-12-15 07:00:00,584.47,585.91,583.07,585.35,6757.44
2020-12-15 08:00:00,585.35,586.15,582.23,584.16,8998.9
2020-12-15 09:00:00,584.16,584.16,580.39,583.56,10945.55
2020-12-15 10:00:00,583.56,588.91,581.15,587.72,12729.62
2020-12-15 11:00:00,587.86,587.7,585.58,585.96,13214.17
2020-12-15 12:00:00,585.78,589.16,585.16,586.1,8175.66
2020-12-15 13:00:00,586.1,587.2,585.44,586.97,5797.26
2020-12-15 14:00:00,586.97,588.88,582.88,584.22,13335.53
2020-12-15 15:00:00,584.22,586.56,584.16,586.34,9998.42
2020-12-15 16:00:00,586.34,587.09,584.17,585.96,10927.16
2020-12-15 17:00:00,585.79,587.03,575.19,586.06,25679.57
2020-12-15 18:00:00,586.26,589.68,585.85,589.39,19385.38
2020-12-15 19:00:00,589.39,592.97,589.36,592.76,17547.16
2020-12-15 20:00:00,592.76,593.34,590.78,591.11,8576.41
2020-12-15 21:00:00,591.11,591.93,587.03,588.92,10121.26
2020-12-15 22:00:00,588.92,589.68,587.61,588.67,8219.15
2020-12-15 23:00:00,588.67,589.84,585.63,589.17,8897.48
2020-12-16 00:00:00,589.17,589.58,583.72,585.62,11936.71
2020-12-16 01:00:00,585.62,586.25,582.65,585.1,11699.66
2020-12-16 02:00:00,585.16,587.04,585.09,586.06,14988.12
2020-12-16 03:00:00,586.12,586.27,583.39,583.82,7919.52
2020-12-16 04:00:00,583.82,584.43,581.3,583.68,7679.41
2020-12-16 05:00:00,583.68,585.22,583.23,584.09,7729.53
2020-12-16 06:00:00,584.09,586.53,583.62,586.19,6305.58
2020-12-16 07:00:00,585.82,586.11,585.14,585.33,11796.43
2020-12-16 08:00:00,585.25,588.24,584.26,588.23,6480.46
2020-12-16 09:00:00,587.92,589.31,588.14,588.34,16150.61
2020-12-16 10:00:00,588.56,594.73,587.85,594.35,29966.48
2020-12-16 11:00:00,594.35,596.66,592.16,594.07,28591.97
2020-12-16 12:00:00,594.07,598.89,591.79,593.37,36721.16
2020-12-16 13:00:00,593.37,610.47,593.36,610.03,80830.57
2020-12-16 14:00:00,610.03,625.74,609.05,620.45,182677.76
2020-12-16 15:00:00,620.45,622.01,617.55,620.84,56517.37
2020-12-16 16:00:00,620.84,629.2,620.73,628.83,69346.66
2020-12-16 17:00:00,628.83,629.28,620.96,621.71,43089.44
2020-12-16 18:00:00,621.71,624.3,616.84,618.89,30550.69
2020-12-16 19:00:00,618.89,624.03,618.14,622.97,21943.06
2020-12-16 20:00:00,622.97,625.65,621.74,623.72,18262.65
