Date,Open,High,Low,Close,Volume
2022-04-22,2984.24,3033.2,2933.76,2963.17,218762.93
2022-04-23,2963.17,2979.17,2917.56,2933.65,86821.69
2022-04-24,2933.65,2967.57,2912.94,2922.37,84600.84
2022-04-25,2922.37,3026.15,2798.58,3006.45,375642.45
2022-04-26,3006.45,3037.19,2768.64,2809.6,320227.74
2022-04-27,2809.6,2919.74,2795.23,2889.72,274649.23
2022-04-28,2889.72,2979.81,2855.11,2936.49,266540.51
2022-04-29,2936.49,2945.97,2776.18,2817.23,295430.37
2022-04-30,2817.23,2841.57,2717.75,2726.98,143031.78
2022-05-01,2726.98,2848.48,2717.45,2826.04,147819.9
2022-05-02,2826.04,2882.32,2777.75,2856.12,306241.97
2022-05-03,2856.12,2861.43,2754.39,2780.63,228558.02
2022-05-04,2780.63,2967.75,2770.84,2940.31,288993.54
2022-05-05,2940.31,2953.25,2691.89,2747.28,323467.94
2022-05-06,2747.28,2757.11,2633.94,2692.08,321766.12
2022-05-07,2692.08,2703.39,2589.82,2635.19,135380.98
2022-05-08,2635.19,2641.2,2486.56,2519.08,272074.71
2022-05-09,2519.08,2529.04,2224.84,2230.95,811474.42
2022-05-10,2230.95,2457.17,2200.52,2341.58,787320.27
2022-05-11,2341.58,2450.75,2003.31,2077.83,1217185.95
2022-05-12,2077.83,2180.84,1713.99,1952.81,1433452.88
2022-05-13,1952.81,2143.61,1936.1,2006.51,601021.71
2022-05-14,2006.51,2066.02,1947.83,2054.03,210414.85
2022-05-15,2054.03,2160.61,1998.56,2143.12,180949.41
2022-05-16,2143.12,2143.2,1977.84,2020.12,339798.7
2022-05-17,2020.12,2119.84,2006.05,2089.29,289699.47
2022-05-18,2089.29,2108.35,1906.04,1911.68,323098.77
2022-05-19,1911.68,2038.92,1900.91,2017.78,365441.42
2022-05-20,2017.78,2061.81,1920.61,1956.88,340775.86
2022-05-21,1956.88,1987.79,1935.87,1972.87,102551.58
2022-05-22,1972.87,2053.49,1963.85,2041.08,143473.07
2022-05-23,2041.08,2086.6,1955.11,1970.7,307951.66
2022-05-24,1970.7,1991.09,1910.52,1977.85,260037.59
2022-05-25,1977.85,2019.8,1933.25,1941.04,257776.28
2022-05-26,1941.04,1963.52,1741.21,1791.0,559135.38
2022-05-27,1791.0,1820.36,1706.95,1724.73,620989.67
2022-05-28,1724.73,1807.77,1720.57,1790.79,226406.61
2022-05-29,1790.79,1824.64,1763.04,1811.69,202099.73
2022-05-30,1811.69,2011.23,1802.61,1997.64,432299.24
2022-05-31,1997.64,2015.05,1925.15,1940.59,407934.29
2022-06-01,1940.59,1971.79,1764.1,1817.42,542015.89
2022-06-02,1817.42,1851.73,1782.17,1833.26,342166.6
2022-06-03,1833.26,1842.2,1737.3,1773.59,321034.9
2022-06-04,1773.59,1814.31,1747.45,1803.65,127178.95
2022-06-05,1803.65,1828.49,1771.7,1804.7,115340.19
2022-06-06,1804.7,1918.1,1803.59,1858.56,320038.54
2022-06-07,1858.56,1872.07,1725.54,1812.7,395559.39
2022-06-08,1812.7,1836.67,1765.24,1791.03,282107.16
2022-06-09,1791.03,1831.74,1776.37,1787.71,198843.86
2022-06-10,1787.71,1802.8,1654.64,1661.1,400457.64
2022-06-11,1661.1,1680.39,1500.36,1530.28,543851.96
2022-06-12,1530.28,1544.55,1426.49,1434.02,559551.89
2022-06-13,1434.02,1452.8,1165.61,1209.12,1803174.44
2022-06-14,1209.12,1264.08,1075.44,1206.94,1280076.52
2022-06-15,1206.94,1244.06,1014.07,1236.89,1512263.27
2022-06-16,1236.89,1255.9,1050.94,1067.1,713850.77
2022-06-17,1067.1,1116.32,1050.3,1085.21,538871.48
2022-06-18,1085.21,1096.22,883.48,994.41,1111012.52
2022-06-19,994.41,1155.62,934.96,1127.03,746709.49
2022-06-20,1127.03,1166.85,1051.76,1126.99,556967.99
2022-06-21,1126.99,1191.51,1108.44,1124.71,539382.54
2022-06-22,1124.71,1125.84,1043.02,1048.3,477305.52
2022-06-23,1048.3,1152.53,1044.07,1143.46,451739.61
2022-06-24,1143.46,1244.33,1131.25,1224.12,522965.49
2022-06-25,1224.12,1254.84,1179.17,1241.0,286628.31
2022-06-26,1241.0,1279.04,1194.9,1198.25,373624.98
2022-06-27,1198.25,1237.14,1174.01,1190.73,340090.32
2022-06-28,1190.73,1235.14,1135.32,1142.41,434590.25
2022-06-29,1142.41,1154.69,1086.31,1098.71,490935.48
2022-06-30,1098.71,1105.36,999.01,1069.53,635674.34
2022-07-01,1069.53,1108.86,1032.22,1058.01,577588.04
2022-07-02,1058.01,1077.18,1027.1,1065.69,233775.72
2022-07-03,1065.69,1085.63,1040.16,1072.95,206730.11
2022-07-04,1072.95,1159.39,1043.99,1149.81,373498.06
2022-07-05,1149.81,1170.54,1076.57,1131.96,487060.5
2022-07-06,1131.96,1202.1,1110.65,1185.41,472536.52
2022-07-07,1185.41,1253.43,1162.49,1236.64,522268.59
2022-07-08,1236.64,1274.65,1192.55,1214.0,556563.92
