Date,Open,High,Low,Close,Volume
2022-06-15 08:00:00,20695.42,20723.71,20163.56,20219.99,6788.82
2022-06-15 09:00:00,20219.99,20392.27,20083.9,20195.84,4703.7
2022-06-15 10:00:00,20195.84,20677.68,20157.38,20544.32,5584.68
2022-06-15 11:00:00,20544.32,21257.6,20381.31,21149.22,6423.12
2022-06-15 12:00:00,21149.22,21518.03,21027.8,21181.25,3702.14
2022-06-15 13:00:00,21181.25,21758.49,21132.35,21524.45,4639.6
2022-06-15 14:00:00,21524.45,21738.21,21075.34,21187.64,5274.6
2022-06-15 15:00:00,21187.64,21476.17,21114.32,21392.04,3066.84
2022-06-15 16:00:00,21392.04,21509.0,20613.2,20704.35,5405.34
2022-06-15 17:00:00,20704.35,21377.15,20484.56,21042.38,6049.35
2022-06-15 18:00:00,21042.38,21867.48,20265.25,21611.32,20393.19
2022-06-15 19:00:00,21611.32,22154.08,21483.54,21638.61,7050.96
2022-06-15 20:00:00,21638.61,21892.45,21424.21,21649.08,4453.85
2022-06-15 21:00:00,21649.08,22383.83,21621.36,22184.44,2678.23
2022-06-15 22:00:00,22184.44,22743.84,22184.23,22476.03,4095.96
2022-06-15 23:00:00,22476.03,22661.06,22409.78,22566.73,1819.58
2022-06-16 00:00:00,22566.73,22782.5,22473.38,22662.18,2050.14
2022-06-16 01:00:00,22662.18,22961.17,22335.85,22357.61,2305.26
2022-06-16 02:00:00,22357.61,22517.9,22310.64,22431.31,1338.15
2022-06-16 03:00:00,22431.31,22499.05,22152.7,22191.74,1396.83
2022-06-16 04:00:00,22191.74,22336.82,22031.23,22073.19,1175.87
2022-06-16 05:00:00,22073.19,22169.28,21895.07,21923.02,1190.88
2022-06-16 06:00:00,21923.02,21976.09,21700.36,21785.18,1273.92
2022-06-16 07:00:00,21785.18,21920.02,21628.15,21756.37,2786.05
2022-06-16 08:00:00,21756.37,21872.65,21597.08,21764.86,1401.25
2022-06-16 09:00:00,21764.86,21767.16,21109.38,21256.92,3367.98
2022-06-16 10:00:00,21256.92,21334.46,20849.69,21233.43,2649.02
2022-06-16 11:00:00,21233.43,21267.44,20872.46,21029.71,2428.84
2022-06-16 12:00:00,21029.71,21473.34,20909.67,21129.74,3102.3
2022-06-16 13:00:00,21129.74,21328.1,20900.5,21008.68,3148.75
2022-06-16 14:00:00,21008.68,21104.52,20744.75,20905.65,3875.39
2022-06-16 15:00:00,20905.65,21245.54,20899.01,21040.1,3361.74
2022-06-16 16:00:00,21040.1,21214.95,20787.44,21131.13,4364.7
2022-06-16 17:00:00,21131.13,21420.14,21032.78,21049.98,3815.18
2022-06-16 18:00:00,21049.98,21090.2,20895.74,21007.29,2161.33
2022-06-16 19:00:00,21007.29,21096.75,20829.53,20842.64,2086.96
2022-06-16 20:00:00,20842.64,21012.05,20476.45,20665.96,3862.59
2022-06-16 21:00:00,20665.96,20898.66,20603.99,20641.77,3007.56
2022-06-16 22:00:00,20641.77,20665.79,20318.34,20354.05,3442.59
2022-06-16 23:00:00,20354.05,20450.11,20209.17,20372.85,2849.99
2022-06-17 00:00:00,20372.85,20598.06,20221.24,20338.41,3416.53
2022-06-17 01:00:00,20338.41,20896.42,20327.03,20854.06,3278.58
2022-06-17 02:00:00,20854.06,21016.18,20522.1,20569.55,1860.94
2022-06-17 03:00:00,20569.55,20653.03,20327.13,20357.29,1422.93
2022-06-17 04:00:00,20357.29,20610.81,20307.83,20515.31,1017.52
2022-06-17 05:00:00,20515.31,20949.43,20506.03,20781.93,1378.76
2022-06-17 06:00:00,20781.93,20960.56,20587.38,20879.01,1507.63
2022-06-17 07:00:00,20879.01,21243.32,20808.1,21064.73,2028.76
2022-06-17 08:00:00,21064.73,21330.5,20997.99,21043.48,1200.43
2022-06-17 09:00:00,21043.48,21108.18,20859.04,20952.58,1289.27
2022-06-17 10:00:00,20952.58,21125.51,20824.21,21090.43,1102.65
2022-06-17 11:00:00,21090.43,21194.34,20935.93,20956.22,1131.47
2022-06-17 12:00:00,20956.22,21020.97,20574.08,20621.13,2167.28
2022-06-17 13:00:00,20621.13,20879.23,20546.91,20775.44,5830.71
